SYNSET_ID	TEXT	PARENTS	PARENT_TEXTS
145151-V	ПРОАНАЛИЗИРОВАТЬ ИНФОРМАЦИЮ; АНАЛИЗИРОВАТЬ ДАННЫЕ; АНАЛИЗИРОВАТЬ ИНФОРМАЦИЮ; ПРОАНАЛИЗИРОВАТЬ ДАННЫЕ	["106534-V", "145152-V"]	["ОБРАБАТЫВАТЬ; ПОДВЕРГАТЬ ОБРАБОТКЕ; ПОДВЕРГНУТЬ ОБРАБОТКЕ; ВЕСТИ ОБРАБОТКУ; ОБРАБОТАТЬ", "ОБРАБОТАТЬ ДАННЫЕ; ПЕРЕРАБОТАТЬ ИНФОРМАЦИЮ; ОБРАБАТЫВАТЬ ДАННЫЕ; ПЕРЕРАБОТАТЬ ДАННЫЕ; ПЕРЕРАБАТЫВАТЬ ИНФОРМАЦИЮ; ПЕРЕРАБАТЫВАТЬ ДАННЫЕ"]
131926-V	КОДИФИЦИРОВАТЬ	["118746-V", "148396-V"]	["СВОДИТЬ В ОДНО МЕСТО; СВОДИТЬ; СВЕСТИ В ОДНО МЕСТО; СВЕСТИ; СВОДИТЬСЯ", "СОБРАТЬ ЛЮДЕЙ; СОБИРАТЬ ЛЮДЕЙ"]
131926-V	КОДИФИЦИРОВАТЬ	["107129-V", "120139-V", "118456-V"]	["ПРИВЕСТИ В СИСТЕМУ; СИСТЕМАТИЗИРОВАТЬ", "РАСКЛАССИФИЦИРОВАТЬ; КЛАССИФИЦИРОВАТЬ", "ПОДРАЗДЕЛИТЬ; ПОДРАЗДЕЛЯТЬ"]
6089-V	БОРОТЬСЯ С КОРРОЗИЕЙ	["106713-V", "106714-V"]	["ВОЕВАТЬ; ВЕСТИ БОРЬБУ; БОРОТЬСЯ; СРАЖАТЬСЯ", "ДЕЛАТЬ ПОПЫТКУ; ПОСТАРАТЬСЯ; ПОПЫТАТЬСЯ; ПОПЫТАТЬ СЧАСТЬЯ; ПОПЫТАТЬ; ПЕРЕПРОБОВАТЬ; ТРУДИТЬСЯ; СТАРАТЬСЯ; СДЕЛАТЬ ПОПЫТКУ; ПЫТАТЬСЯ; ПРОБОВАТЬ; ПОТРУДИТЬСЯ"]
6089-V	БОРОТЬСЯ С КОРРОЗИЕЙ	["111437-V", "140492-V", "110437-V"]	["ПРЕДОХРАНЯТЬ; ПРЕДОХРАНИТЬСЯ; ПРЕДОХРАНИТЬ; ОБЕЗОПАСИТЬ", "ЗАЩИТИТЬ; ЗАЩИТИТЬСЯ; ЗАЩИЩАТЬСЯ; ЗАЩИЩАТЬСЯ ОТ ВОЗДЕЙСТВИЯ; ЗАЩИЩАТЬ; ЗАЩИТИТЬСЯ ОТ ВОЗДЕЙСТВИЯ; ЗАЩИТИТЬ ОТ ВОЗДЕЙСТВИЯ; ЗАЩИЩАТЬ ОТ ВОЗДЕЙСТВИЯ", "СОХРАНИТЬ; УБЕРЕГАТЬ; СБЕРЕЧЬ; СБЕРЕГАТЬ; УБЕРЕЧЬ; СОХРАНЯТЬ"]
146641-V	ЗАХЕДЖИРОВАТЬ; ХЕДЖИРОВАТЬ	["111437-V", "140492-V", "110437-V"]	["ПРЕДОХРАНЯТЬ; ПРЕДОХРАНИТЬСЯ; ПРЕДОХРАНИТЬ; ОБЕЗОПАСИТЬ", "ЗАЩИТИТЬ; ЗАЩИТИТЬСЯ; ЗАЩИЩАТЬСЯ; ЗАЩИЩАТЬСЯ ОТ ВОЗДЕЙСТВИЯ; ЗАЩИЩАТЬ; ЗАЩИТИТЬСЯ ОТ ВОЗДЕЙСТВИЯ; ЗАЩИТИТЬ ОТ ВОЗДЕЙСТВИЯ; ЗАЩИЩАТЬ ОТ ВОЗДЕЙСТВИЯ", "СОХРАНИТЬ; УБЕРЕГАТЬ; СБЕРЕЧЬ; СБЕРЕГАТЬ; УБЕРЕЧЬ; СОХРАНЯТЬ"]
146641-V	ЗАХЕДЖИРОВАТЬ; ХЕДЖИРОВАТЬ	["150985-V", "126259-V"]	["ПРАВО СОБСТВЕННОСТИ ПЕРЕШЛО; СМЕНИТЬ СОБСТВЕННИКА; ПОМЕНЯЛСЯ ВЛАДЕЛЕЦ; СОБСТВЕННОСТЬ ПЕРЕШЛА; СМЕНИТЬ ВЛАДЕЛЬЦА; ПОМЕНЯЛСЯ СОБСТВЕННИК; СМЕНИТЬ СВОЕГО ВЛАДЕЛЬЦА; СМЕНИЛСЯ СОБСТВЕННИК; ПОМЕНЯТЬ СОБСТВЕННИКА; СМЕНИЛСЯ ВЛАДЕЛЕЦ; ПОМЕНЯТЬ СВОЕГО ВЛАДЕЛЬЦА; ПОМЕНЯТЬ ВЛАДЕЛЬЦА", "МЕНЯТЬСЯ; ЗАСТУПИТЬ; СМЕНЯТЬ; ПОДМЕНЯТЬ; СМЕНИТЬ; ПОДМЕНИТЬ; ЗАСТУПАТЬ"]
146641-V	ЗАХЕДЖИРОВАТЬ; ХЕДЖИРОВАТЬ	["144027-V", "148420-V"]	["ДЕЙСТВОВАТЬ СОВМЕСТНО; СОВМЕСТНО ДЕЙСТВОВАТЬ", "ОТНОСИТЬСЯ; СОСТОЯТЬ В ОТНОШЕНИЯХ"]
146641-V	ЗАХЕДЖИРОВАТЬ; ХЕДЖИРОВАТЬ	["118698-V"]	["СОВЕРШИТЬ ДЕЙСТВИЕ; ДЕЛАТЬ; ДЕЙСТВОВАТЬ; СДЕЛАТЬ; СОВЕРШАТЬ ДЕЙСТВИЕ; ДЕЛАТЬСЯ"]
147550-V	ЭКРАНИРОВАТЬ	["111437-V", "140492-V", "110437-V"]	["ПРЕДОХРАНЯТЬ; ПРЕДОХРАНИТЬСЯ; ПРЕДОХРАНИТЬ; ОБЕЗОПАСИТЬ", "ЗАЩИТИТЬ; ЗАЩИТИТЬСЯ; ЗАЩИЩАТЬСЯ; ЗАЩИЩАТЬСЯ ОТ ВОЗДЕЙСТВИЯ; ЗАЩИЩАТЬ; ЗАЩИТИТЬСЯ ОТ ВОЗДЕЙСТВИЯ; ЗАЩИТИТЬ ОТ ВОЗДЕЙСТВИЯ; ЗАЩИЩАТЬ ОТ ВОЗДЕЙСТВИЯ", "СОХРАНИТЬ; УБЕРЕГАТЬ; СБЕРЕЧЬ; СБЕРЕГАТЬ; УБЕРЕЧЬ; СОХРАНЯТЬ"]
133661-V	МИГАТЬ; ПОДМИГИВАТЬ; ПОДМИГНУТЬ; ПОДМОРГНУТЬ; МИГНУТЬ; ПОДМАРГИВАТЬ	["106938-V", "117094-V"]	["ПЕРЕМЕЩАТЬ; ПЕРЕМЕСТИТЬ", "ПОШЕВЕЛЬНУТЬ; ДВИГАТЬ; ДВИНУТЬ; ШЕЛОХНУТЬ; ПОШЕВЕЛИТЬ; ШЕВЕЛЬНУТЬ; ЗАШЕВЕЛИТЬ; ПОШЕВЕЛИВАТЬ; ШЕВЕЛИТЬ ЧАСТЬЮ ТЕЛА; ШЕВЕЛИТЬ"]
133661-V	МИГАТЬ; ПОДМИГИВАТЬ; ПОДМИГНУТЬ; ПОДМОРГНУТЬ; МИГНУТЬ; ПОДМАРГИВАТЬ	["119502-V", "106587-V", "118639-V"]	["ДВИНУТЬСЯ; ПОШЕЛОХНУТЬСЯ; ШЕЛОХНУТЬСЯ; ДВИГАТЬСЯ; ПОШЕВЕЛЬНУТЬСЯ; ПОШЕВЕЛИТЬСЯ; ШЕВЕЛИТЬСЯ; ИЗМЕНИТЬ ПОЛОЖЕНИЕ ТЕЛА; ЗАШЕВЕЛИТЬСЯ; ШЕВЕЛЬНУТЬСЯ", "ПЕРЕМЕСТИТЬСЯ; ПЕРЕДВИГАТЬСЯ; ПЕРЕМЕЩАТЬСЯ; ПЕРЕДВИНУТЬСЯ; ДВИГАТЬСЯ", "ПОДАТЬ ЗНАК"]
5619-V	ДЕЗЕРТИРОВАТЬ	["647-V", "111281-V", "107318-V", "107592-V", "111260-V", "117315-V"]	["ПРАВОНАРУШАЮЩИЙ; ПЕРЕСТУПИТЬ ЗАКОН; ПЕРЕСТУПАТЬ ЗАКОН; ПРЕСТУПИТЬ ЗАКОН; СОДЕЯННЫЙ; НАРУШИТЬ ЗАКОН; НАРУШАТЬ ЗАКОНОДАТЕЛЬСТВО; НАРУШАТЬ ЗАКОН; ЗАКОН НЕ ПИСАН", "СОВЕРШИТЬ ПРЕДАТЕЛЬСТВО; ИЗМЕНИТЬ; ИЗМЕНЯТЬ; ПРЕДАВАТЬ; ПРЕДАТЬ; СОВЕРШАТЬ ПРЕДАТЕЛЬСТВО", "ФИНТИТЬ; ХИТРИТЬ; СХИТРИТЬ", "ПРЕНЕБРЕЧЬ ПРАВИЛАМИ; ГРЕШИТЬ; ГРЕШИТЬ ПРОТИВ; ГРЕШИТЬ ПРОТИВ ПРАВИЛ; НАРУШАТЬ ПРАВИЛА; НАРУШИТЬ ПРАВИЛА; ОТОЙТИ ОТ ПРАВИЛА; ПЕРЕСТУПАТЬ ГРАНИЦУ; ПЕРЕСТУПАТЬ ПРАВИЛО; ПЕРЕСТУПИТЬ ГРАНИЦУ; ПЕРЕСТУПИТЬ ГРАНИЦУ ДОЗВОЛЕННОГО; ПЕРЕСТУПИТЬ ПРАВИЛО; ПОГРЕШИТЬ; ПРАВИЛА НЕ ПИСАНЫ; ПРЕНЕБРЕГАТЬ ПРАВИЛАМИ", "НАТВОРИТЬ", "НАРУШАТЬ ВЕРНОСТЬ; ИЗМЕНИТЬ; ИЗМЕНЯТЬ; НАРУШИТЬ ВЕРНОСТЬ"]
114904-V	ПУСТИТЬ ПЕТУХА; КРАСНОГО ПЕТУХА ПУСТИТЬ; ПОДПАЛИТЬ; ПОДЖЕЧЬ; ПОДПАЛИВАТЬ; ПОДЖИГАТЬ; ПУСТИТЬ КРАСНОГО ПЕТУХА	["107592-V", "647-V"]	["ПРЕНЕБРЕЧЬ ПРАВИЛАМИ; ГРЕШИТЬ; ГРЕШИТЬ ПРОТИВ; ГРЕШИТЬ ПРОТИВ ПРАВИЛ; НАРУШАТЬ ПРАВИЛА; НАРУШИТЬ ПРАВИЛА; ОТОЙТИ ОТ ПРАВИЛА; ПЕРЕСТУПАТЬ ГРАНИЦУ; ПЕРЕСТУПАТЬ ПРАВИЛО; ПЕРЕСТУПИТЬ ГРАНИЦУ; ПЕРЕСТУПИТЬ ГРАНИЦУ ДОЗВОЛЕННОГО; ПЕРЕСТУПИТЬ ПРАВИЛО; ПОГРЕШИТЬ; ПРАВИЛА НЕ ПИСАНЫ; ПРЕНЕБРЕГАТЬ ПРАВИЛАМИ", "ПРАВОНАРУШАЮЩИЙ; ПЕРЕСТУПИТЬ ЗАКОН; ПЕРЕСТУПАТЬ ЗАКОН; ПРЕСТУПИТЬ ЗАКОН; СОДЕЯННЫЙ; НАРУШИТЬ ЗАКОН; НАРУШАТЬ ЗАКОНОДАТЕЛЬСТВО; НАРУШАТЬ ЗАКОН; ЗАКОН НЕ ПИСАН"]
114904-V	ПУСТИТЬ ПЕТУХА; КРАСНОГО ПЕТУХА ПУСТИТЬ; ПОДПАЛИТЬ; ПОДЖЕЧЬ; ПОДПАЛИВАТЬ; ПОДЖИГАТЬ; ПУСТИТЬ КРАСНОГО ПЕТУХА	["111794-V", "106817-V"]	["ЗАПАЛИТЬ; ЗАЖЕЧЬ; РАЗЖИГАТЬ; ВОСПЛАМЕНИТЬ; ЗАПАЛИВАТЬ; РАЗВОДИТЬ ОГОНЬ; ВОЗЖЕЧЬ; ВОЗЖИГАТЬ; РАЗВЕСТИ ОГОНЬ; ЗАЖИГАТЬ; РАЗЖЕЧЬ; ВОСПЛАМЕНЯТЬ", "ЗАСТАВИТЬ; ПОНУДИТЬ; ЗАСТАВЛЯТЬ; ДОДАВИТЬ; ПРИНУЖДАТЬ; ПРИНУДИТЬ; ПОНУЖДАТЬ"]
8315-V	ПРОВОЗИТЬ КОНТРАБАНДОЙ; ПРОВЕЗТИ КОНТРАБАНДОЙ	["141275-V", "647-V", "107592-V"]	["СОВЕРШАТЬ НТП; СОВЕРШИТЬ НТП", "ПРАВОНАРУШАЮЩИЙ; ПЕРЕСТУПИТЬ ЗАКОН; ПЕРЕСТУПАТЬ ЗАКОН; ПРЕСТУПИТЬ ЗАКОН; СОДЕЯННЫЙ; НАРУШИТЬ ЗАКОН; НАРУШАТЬ ЗАКОНОДАТЕЛЬСТВО; НАРУШАТЬ ЗАКОН; ЗАКОН НЕ ПИСАН", "ПРЕНЕБРЕЧЬ ПРАВИЛАМИ; ГРЕШИТЬ; ГРЕШИТЬ ПРОТИВ; ГРЕШИТЬ ПРОТИВ ПРАВИЛ; НАРУШАТЬ ПРАВИЛА; НАРУШИТЬ ПРАВИЛА; ОТОЙТИ ОТ ПРАВИЛА; ПЕРЕСТУПАТЬ ГРАНИЦУ; ПЕРЕСТУПАТЬ ПРАВИЛО; ПЕРЕСТУПИТЬ ГРАНИЦУ; ПЕРЕСТУПИТЬ ГРАНИЦУ ДОЗВОЛЕННОГО; ПЕРЕСТУПИТЬ ПРАВИЛО; ПОГРЕШИТЬ; ПРАВИЛА НЕ ПИСАНЫ; ПРЕНЕБРЕГАТЬ ПРАВИЛАМИ"]
8315-V	ПРОВОЗИТЬ КОНТРАБАНДОЙ; ПРОВЕЗТИ КОНТРАБАНДОЙ	["118776-V", "153186-V"]	["ПРОВОЗИТЬСЯ; ПРОВОЗИТЬ; ПЕРЕВЕЗТИ С СОБОЙ; ПРОВЕЗТИ С СОБОЙ; ПРОВОЗИТЬ С СОБОЙ; ПРОВЕЗТИ; ПЕРЕВОЗИТЬ С СОБОЙ", "ПРОВЕЗТИ ЧЕРЕЗ ГРАНИЦУ; ПРОВОЗИТЬ ЧЕРЕЗ ГРАНИЦУ"]
7324-V	ПОДДЕЛЫВАЮТСЯ КУПЮРЫ; КУПЮРЫ ПОДДЕЛЫВАЮТСЯ	["106495-V", "112046-V", "112045-V", "111619-V"]	["ВЫПУСКАТЬ; СРАБОТАТЬ; СРАБАТЫВАТЬ; СДЕЛАТЬ; ПРОИЗВОДИТЬ; ПРОИЗВЕСТИ; НАВЫПУСКАТЬ; ИЗГОТОВЛЯТЬСЯ; ИЗГОТОВЛЯТЬ; ИЗГОТОВИТЬ; ИЗГОТАВЛИВАТЬСЯ; ИЗГОТАВЛИВАТЬ; ДЕЛАТЬСЯ; ДЕЛАТЬ; ВЫРАБОТАТЬ; ВЫРАБАТЫВАТЬСЯ; ВЫРАБАТЫВАТЬ; ВЫПУСТИТЬ; ВЫПОЛНЯТЬ ИЗ; ВЫПОЛНИТЬ ИЗ", "СЫМИТИРОВАТЬ; ИМИТИРОВАТЬ", "ПОДДЕЛАТЬ; ПОДДЕЛЫВАТЬ; ПОДДЕЛЫВАТЬСЯ", "СКОПИРОВАТЬ; ДЕЛАТЬ КОПИЮ; КОПИРОВАТЬ; СДЕЛАТЬ КОПИЮ; СНИМАТЬ КОПИЮ; СНЯТЬ КОПИЮ"]
7324-V	ПОДДЕЛЫВАЮТСЯ КУПЮРЫ; КУПЮРЫ ПОДДЕЛЫВАЮТСЯ	["107592-V", "647-V"]	["ПРЕНЕБРЕЧЬ ПРАВИЛАМИ; ГРЕШИТЬ; ГРЕШИТЬ ПРОТИВ; ГРЕШИТЬ ПРОТИВ ПРАВИЛ; НАРУШАТЬ ПРАВИЛА; НАРУШИТЬ ПРАВИЛА; ОТОЙТИ ОТ ПРАВИЛА; ПЕРЕСТУПАТЬ ГРАНИЦУ; ПЕРЕСТУПАТЬ ПРАВИЛО; ПЕРЕСТУПИТЬ ГРАНИЦУ; ПЕРЕСТУПИТЬ ГРАНИЦУ ДОЗВОЛЕННОГО; ПЕРЕСТУПИТЬ ПРАВИЛО; ПОГРЕШИТЬ; ПРАВИЛА НЕ ПИСАНЫ; ПРЕНЕБРЕГАТЬ ПРАВИЛАМИ", "ПРАВОНАРУШАЮЩИЙ; ПЕРЕСТУПИТЬ ЗАКОН; ПЕРЕСТУПАТЬ ЗАКОН; ПРЕСТУПИТЬ ЗАКОН; СОДЕЯННЫЙ; НАРУШИТЬ ЗАКОН; НАРУШАТЬ ЗАКОНОДАТЕЛЬСТВО; НАРУШАТЬ ЗАКОН; ЗАКОН НЕ ПИСАН"]
129442-V	ПИРАТСТВОВАТЬ	["106495-V", "112046-V", "112045-V", "111619-V"]	["ВЫПУСКАТЬ; СРАБОТАТЬ; СРАБАТЫВАТЬ; СДЕЛАТЬ; ПРОИЗВОДИТЬ; ПРОИЗВЕСТИ; НАВЫПУСКАТЬ; ИЗГОТОВЛЯТЬСЯ; ИЗГОТОВЛЯТЬ; ИЗГОТОВИТЬ; ИЗГОТАВЛИВАТЬСЯ; ИЗГОТАВЛИВАТЬ; ДЕЛАТЬСЯ; ДЕЛАТЬ; ВЫРАБОТАТЬ; ВЫРАБАТЫВАТЬСЯ; ВЫРАБАТЫВАТЬ; ВЫПУСТИТЬ; ВЫПОЛНЯТЬ ИЗ; ВЫПОЛНИТЬ ИЗ", "СЫМИТИРОВАТЬ; ИМИТИРОВАТЬ", "ПОДДЕЛАТЬ; ПОДДЕЛЫВАТЬ; ПОДДЕЛЫВАТЬСЯ", "СКОПИРОВАТЬ; ДЕЛАТЬ КОПИЮ; КОПИРОВАТЬ; СДЕЛАТЬ КОПИЮ; СНИМАТЬ КОПИЮ; СНЯТЬ КОПИЮ"]
129442-V	ПИРАТСТВОВАТЬ	["647-V", "122242-V", "107592-V", "5893-V", "111260-V"]	["ПРАВОНАРУШАЮЩИЙ; ПЕРЕСТУПИТЬ ЗАКОН; ПЕРЕСТУПАТЬ ЗАКОН; ПРЕСТУПИТЬ ЗАКОН; СОДЕЯННЫЙ; НАРУШИТЬ ЗАКОН; НАРУШАТЬ ЗАКОНОДАТЕЛЬСТВО; НАРУШАТЬ ЗАКОН; ЗАКОН НЕ ПИСАН", "ПЕРЕСТУПИТЬ; ПЕРЕСТУПАТЬ; ПРЕСТУПАТЬ; ПРЕСТУПИТЬ; ДОПУСКАТЬ НАРУШЕНИЕ; ДОПУСТИТЬ НАРУШЕНИЕ; НАРУШАТЬ; НАРУШИТЬ; НЕ СОБЛЮДАТЬ; НЕ СОБЛЮСТИ", "ПРЕНЕБРЕЧЬ ПРАВИЛАМИ; ГРЕШИТЬ; ГРЕШИТЬ ПРОТИВ; ГРЕШИТЬ ПРОТИВ ПРАВИЛ; НАРУШАТЬ ПРАВИЛА; НАРУШИТЬ ПРАВИЛА; ОТОЙТИ ОТ ПРАВИЛА; ПЕРЕСТУПАТЬ ГРАНИЦУ; ПЕРЕСТУПАТЬ ПРАВИЛО; ПЕРЕСТУПИТЬ ГРАНИЦУ; ПЕРЕСТУПИТЬ ГРАНИЦУ ДОЗВОЛЕННОГО; ПЕРЕСТУПИТЬ ПРАВИЛО; ПОГРЕШИТЬ; ПРАВИЛА НЕ ПИСАНЫ; ПРЕНЕБРЕГАТЬ ПРАВИЛАМИ", "НАРУШАТЬ АВТОРСКИЕ ПРАВА", "НАТВОРИТЬ"]
129442-V	ПИРАТСТВОВАТЬ	["106501-V"]	["ПОДЕЛАТЬ"]
8880-V	ПИРАТСТВОВАТЬ	["647-V", "111394-V", "4131-V", "107592-V", "113766-V", "151440-V", "5296-V"]	["ПРАВОНАРУШАЮЩИЙ; ПЕРЕСТУПИТЬ ЗАКОН; ПЕРЕСТУПАТЬ ЗАКОН; ПРЕСТУПИТЬ ЗАКОН; СОДЕЯННЫЙ; НАРУШИТЬ ЗАКОН; НАРУШАТЬ ЗАКОНОДАТЕЛЬСТВО; НАРУШАТЬ ЗАКОН; ЗАКОН НЕ ПИСАН", "ЗЛОДЕЙСТВОВАТЬ; ТВОРИТЬ ЗЛО", "ПОХИЩАТЬ; ПОХИТИТЬ", "ПРЕНЕБРЕЧЬ ПРАВИЛАМИ; ГРЕШИТЬ; ГРЕШИТЬ ПРОТИВ; ГРЕШИТЬ ПРОТИВ ПРАВИЛ; НАРУШАТЬ ПРАВИЛА; НАРУШИТЬ ПРАВИЛА; ОТОЙТИ ОТ ПРАВИЛА; ПЕРЕСТУПАТЬ ГРАНИЦУ; ПЕРЕСТУПАТЬ ПРАВИЛО; ПЕРЕСТУПИТЬ ГРАНИЦУ; ПЕРЕСТУПИТЬ ГРАНИЦУ ДОЗВОЛЕННОГО; ПЕРЕСТУПИТЬ ПРАВИЛО; ПОГРЕШИТЬ; ПРАВИЛА НЕ ПИСАНЫ; ПРЕНЕБРЕГАТЬ ПРАВИЛАМИ", "СОВЕРШИТЬ НАПАДЕНИЕ; СОВЕРШАТЬ НАПАДЕНИЕ; НАПАДАТЬ", "ТЕРРОРИСТЫ НАПАЛИ; ТЕРРОРИСТ АТАКОВАЛ", "РАЗБОЙНИЧАТЬ"]
8880-V	ПИРАТСТВОВАТЬ	["115075-V", "115072-V", "114372-V"]	["ОВЛАДЕВАТЬ; ОВЛАДЕТЬ", "ЗАВЛАДЕВАТЬ; СИЛОЙ ЗАХВАТИТЬ; ЗАВЛАДЕТЬ; ВЗЯТЬ СИЛОЙ; ЗАХВАТИТЬ; УРВАТЬ; НАСИЛЬСТВЕННО ЗАХВАТИТЬ; УХВАТИТЬ; ЗАХВАТЫВАТЬ", "ОТБИРАТЬ; ЛИШАТЬ; ЛИШИТЬ; ОСТАВИТЬ БЕЗ; ОСТАВЛЯТЬ БЕЗ; ОТБИРАТЬСЯ; ОТНИМАТЬ; ОТНИМАТЬСЯ; ОТНЯТЬ; ОТОБРАТЬ"]
5359-V	ПРОДАТЬ РОДИНУ	["647-V", "111281-V", "111394-V", "107318-V", "107592-V", "111260-V", "117315-V"]	["ПРАВОНАРУШАЮЩИЙ; ПЕРЕСТУПИТЬ ЗАКОН; ПЕРЕСТУПАТЬ ЗАКОН; ПРЕСТУПИТЬ ЗАКОН; СОДЕЯННЫЙ; НАРУШИТЬ ЗАКОН; НАРУШАТЬ ЗАКОНОДАТЕЛЬСТВО; НАРУШАТЬ ЗАКОН; ЗАКОН НЕ ПИСАН", "СОВЕРШИТЬ ПРЕДАТЕЛЬСТВО; ИЗМЕНИТЬ; ИЗМЕНЯТЬ; ПРЕДАВАТЬ; ПРЕДАТЬ; СОВЕРШАТЬ ПРЕДАТЕЛЬСТВО", "ЗЛОДЕЙСТВОВАТЬ; ТВОРИТЬ ЗЛО", "ФИНТИТЬ; ХИТРИТЬ; СХИТРИТЬ", "ПРЕНЕБРЕЧЬ ПРАВИЛАМИ; ГРЕШИТЬ; ГРЕШИТЬ ПРОТИВ; ГРЕШИТЬ ПРОТИВ ПРАВИЛ; НАРУШАТЬ ПРАВИЛА; НАРУШИТЬ ПРАВИЛА; ОТОЙТИ ОТ ПРАВИЛА; ПЕРЕСТУПАТЬ ГРАНИЦУ; ПЕРЕСТУПАТЬ ПРАВИЛО; ПЕРЕСТУПИТЬ ГРАНИЦУ; ПЕРЕСТУПИТЬ ГРАНИЦУ ДОЗВОЛЕННОГО; ПЕРЕСТУПИТЬ ПРАВИЛО; ПОГРЕШИТЬ; ПРАВИЛА НЕ ПИСАНЫ; ПРЕНЕБРЕГАТЬ ПРАВИЛАМИ", "НАТВОРИТЬ", "НАРУШАТЬ ВЕРНОСТЬ; ИЗМЕНИТЬ; ИЗМЕНЯТЬ; НАРУШИТЬ ВЕРНОСТЬ"]
7320-V	ШПИОНИТЬ НА РАЗВЕДКУ; ШПИОНИТЬ НА; ШПИОНИТЬ	["107592-V", "111394-V", "647-V", "111260-V"]	["ПРЕНЕБРЕЧЬ ПРАВИЛАМИ; ГРЕШИТЬ; ГРЕШИТЬ ПРОТИВ; ГРЕШИТЬ ПРОТИВ ПРАВИЛ; НАРУШАТЬ ПРАВИЛА; НАРУШИТЬ ПРАВИЛА; ОТОЙТИ ОТ ПРАВИЛА; ПЕРЕСТУПАТЬ ГРАНИЦУ; ПЕРЕСТУПАТЬ ПРАВИЛО; ПЕРЕСТУПИТЬ ГРАНИЦУ; ПЕРЕСТУПИТЬ ГРАНИЦУ ДОЗВОЛЕННОГО; ПЕРЕСТУПИТЬ ПРАВИЛО; ПОГРЕШИТЬ; ПРАВИЛА НЕ ПИСАНЫ; ПРЕНЕБРЕГАТЬ ПРАВИЛАМИ", "ЗЛОДЕЙСТВОВАТЬ; ТВОРИТЬ ЗЛО", "ПРАВОНАРУШАЮЩИЙ; ПЕРЕСТУПИТЬ ЗАКОН; ПЕРЕСТУПАТЬ ЗАКОН; ПРЕСТУПИТЬ ЗАКОН; СОДЕЯННЫЙ; НАРУШИТЬ ЗАКОН; НАРУШАТЬ ЗАКОНОДАТЕЛЬСТВО; НАРУШАТЬ ЗАКОН; ЗАКОН НЕ ПИСАН", "НАТВОРИТЬ"]
7320-V	ШПИОНИТЬ НА РАЗВЕДКУ; ШПИОНИТЬ НА; ШПИОНИТЬ	["106501-V", "2602-V", "142340-V"]	["ПОДЕЛАТЬ", "РАЗВЕДАТЬ; РАЗВЕДЫВАТЬ", "ДОБЫТЬ ИНФОРМАЦИЮ; СОБИРАТЬ ИНФОРМАЦИЮ; СОБИРАТЬ СВЕДЕНИЯ; ПОЛУЧИТЬ ИНФОРМАЦИЮ; ДОБЫВАТЬ ИНФОРМАЦИЮ; ПОЛУЧИТЬ ДАННЫЕ; СОБРАТЬ ИНФОРМАЦИЮ; СОБРАТЬ ДАННЫЕ; ПОЛУЧАТЬ ИНФОРМАЦИЮ; СОБИРАТЬ ДАННЫЕ; СОБРАТЬ СВЕДЕНИЯ; ПОЛУЧАТЬ ДАННЫЕ"]
4522-V	ПОТРЕБОВАТЬ ВЗЯТКУ; ПРЕДЛАГАТЬ ВЗЯТКУ; ПРЕДЛОЖИТЬ ВЗЯТКУ; ПЕРЕДАВАТЬ ВЗЯТКУ; ДАТЬ НА ЛАПУ; ПРИНИМАТЬ ВЗЯТКУ; ДАТЬ В ЛАПУ; ДАТЬ ВЗЯТКУ; ПОДМАЗАТЬ; ДАВАТЬ НА ЛАПУ; ПРИНЯТЬ ВЗЯТКУ; ДАВАТЬ В ЛАПУ; ДАВАТЬ ВЗЯТКУ; ВЫМОГАТЬ ВЗЯТКУ; ТРЕБОВАТЬ ВЗЯТКУ; ВСУЧИТЬ ВЗЯТКУ; ПОДМАЗЫВАТЬ; БРАТЬ ВЗЯТКИ; ПОЛУЧАТЬ ВЗЯТКУ; ПОЛУЧИТЬ ВЗЯТКУ	["106935-V", "106818-V", "142493-V"]	["ПЕРЕДАВАТЬ; ДАВАТЬСЯ; ДАВАТЬ; ВЫДАТЬ НА РУКИ; ПЕРЕДАТЬ; ВРУЧАТЬ; ВРУЧИТЬ; ДАТЬ В РУКИ; ОТДАВАТЬ; ДАТЬ; ОТДАТЬ; НА РУКИ ВЫДАТЬ", "ПОДКЛЮЧАТЬ; ПРИВЛЕКАТЬ; ПРИВЛЕЧЬ К УЧАСТИЮ; ПРИВЛЕЧЬ; ПОДКЛЮЧАТЬ К УЧАСТИЮ; ПОДКЛЮЧИТЬ; ПРИВЛЕКАТЬ К УЧАСТИЮ", "ПОДКУПИТЬ; ПОКУПАТЬ; КУПИТЬ; ПОДКУПАТЬ"]
